what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1214510602359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1214510611953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1214510619812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1214510642656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1214510643593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1214510644078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1214510648093
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1214510650796
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1214510652140
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1214510652203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1214510694859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1214510703312
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1214510705203
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1214510712734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1214510714968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1214510721453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1214510749859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1214510759609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1214510778953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1214510782484
